STATION,STATION_NAME,DATE,SNWD,TMAX,TMIN
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820623,0,183,67
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820624,0,217,117
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820625,0,278,172
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820626,0,283,106
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820627,0,150,106
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820628,0,217,122
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820629,0,239,133
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820630,0,150,111
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820701,0,194,72
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820702,0,233,94
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820703,0,239,178
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820704,0,250,156
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820705,0,233,144
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820706,0,333,222
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820707,0,328,194
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820708,0,289,172
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820709,0,228,133
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820710,0,283,189
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820711,0,267,189
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820712,0,256,156
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820713,0,294,172
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820714,0,267,183
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820715,0,311,178
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820716,0,322,222
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820717,0,311,200
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820718,0,328,239
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820719,0,267,167
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820720,0,217,150
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820721,0,228,150
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820722,0,289,189
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820723,0,206,161
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820724,0,222,150
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820725,0,283,183
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820726,0,306,217
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820727,0,306,183
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820728,0,261,178
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820729,0,233,122
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820730,0,250,178
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820731,0,256,167
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820801,0,289,194
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820802,0,289,183
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820803,0,250,183
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820804,0,339,172
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820805,0,267,172
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820806,0,222,194
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820807,0,250,200
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820808,0,267,206
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820809,0,294,156
